label,video_id,file_count,unique_frame_count,min_frame,max_frame,missing_frame_count,ordered_adjacent_gray_mae,shuffle_mean_gray_mae,shuffle_sd_gray_mae,gray_mae_z_vs_shuffle,gray_mae_shuffle_percentile,ordered_adjacent_dhash_hamming,shuffle_mean_dhash_hamming,shuffle_sd_dhash_hamming,dhash_z_vs_shuffle,dhash_shuffle_percentile
flip,0028,28,28,1,28,0,0.010195326991379261,0.042559092920273545,0.0034722433613335055,-9.32070784245522,0.0,2.2962963581085205,10.703333327770233,0.9209805613358907,-9.128354411158504,0.0
flip,0029,20,20,1,28,8,0.013006371445953846,0.04039087087847292,0.003474597301471309,-7.881344816829041,0.0,3.9473683834075928,10.73736843585968,0.9466039186713031,-7.173010716016098,0.0
flip,0030,38,38,1,38,0,0.00858181994408369,0.03590378366410732,0.0016925364694596117,-16.14261448011629,0.0,2.621621608734131,9.535540552139283,0.4702192127521059,-14.703607925629552,0.0
flip,0031,15,15,14,28,0,0.015195121057331562,0.0454194625467062,0.004546166974113903,-6.64831310892748,0.0,3.7142856121063232,11.459642877578736,1.35004144227048,-5.737125559972724,0.0
flip,0032,9,9,10,18,0,0.022612089291214943,0.04788371972739697,0.00606872264405277,-4.164242117894073,0.0,5.875,12.523125,1.6356232532302595,-4.064582101575253,0.0
flip,0033,11,11,16,26,0,0.020200099796056747,0.0461756076849997,0.004535947499506879,-5.726589183796078,0.0,5.400000095367432,13.083499965667725,1.362814751525953,-5.637963532238719,0.0
flip,0034,13,13,15,27,0,0.017328718677163124,0.0553183638304472,0.006631029330435874,-5.729072103318071,0.0,6.083333492279053,15.910416626930237,1.6990763401939337,-5.78377963495714,0.0
flip,0035,16,16,7,22,0,0.018103810027241707,0.05224166877567768,0.005045110075530408,-6.766524067336024,0.0,5.933333396911621,15.102333354949952,1.418059800712323,-6.465876794076341,0.0
flip,0036,21,21,7,27,0,0.012423645704984665,0.042621876318007706,0.003569215601795581,-8.460747117050335,0.0,4.050000190734863,11.314500002861022,0.887951027119297,-8.181194221593222,0.0
flip,0037,26,26,2,27,0,0.014106770977377892,0.04999545454978943,0.004047531378500616,-8.866807991419769,0.0,4.519999980926514,15.888200044631958,1.3170291022828,-8.631699970791077,0.0
flip,0038,46,46,4,49,0,0.008172871544957161,0.043812396340072154,0.0024732106590027595,-14.410226102407893,0.0,2.5333333015441895,10.605111122131348,0.5739455784008608,-14.063664090029084,0.0
flip,0039,21,21,8,28,0,0.017036084085702896,0.060749078318476674,0.005693417193254095,-7.677813297182503,0.0,4.199999809265137,13.843000011444092,1.095262080701932,-8.804285633625648,0.0
flip,0040,25,25,6,30,0,0.01380124595016241,0.06610563596710563,0.006316176827073126,-8.281020536466,0.0,2.7083332538604736,12.685416674613952,1.1318286986986308,-8.815011876112582,0.0
flip,0041,20,20,10,29,0,0.016133587807416916,0.05390363840386272,0.004990158628259926,-7.568907806366922,0.0,5.263157844543457,16.865263166427614,1.5521542463278142,-7.474840435049003,0.0
flip,0042,30,30,1,30,0,0.011507425457239151,0.05598622353747487,0.004662014697588401,-9.540681650627146,0.0,3.2413792610168457,15.601379227638244,1.2459370637378087,-9.920244229304346,0.0
flip,0043,10,10,15,24,0,0.02358504757285118,0.04792883513495326,0.005022586225518598,-4.846863044066208,0.0,7.111111164093018,14.993888840675353,1.7233141112185024,-4.574196674458069,0.0
flip,0044,27,27,3,29,0,0.010629506781697273,0.04744644418358803,0.004250074756757337,-8.662656425832104,0.0,3.346153736114502,11.399423060417176,0.9793266024035172,-8.223272302149148,0.0
flip,0045,24,24,7,30,0,0.015123854391276836,0.043888620771467685,0.0032625218261493243,-8.816727645969868,0.0,3.86956524848938,12.421521716117859,1.0875916822751486,-7.863205104454751,0.0
flip,0046,22,22,6,27,0,0.014388796873390675,0.05647982224822044,0.005505326275677732,-7.645509687733841,0.0,4.190476417541504,14.712857112884521,1.4924530614583142,-7.050393052268812,0.0
flip,0047,25,25,6,30,0,0.01645858772099018,0.06092117702588439,0.0054828977976284525,-8.109323016038317,0.0,3.25,11.599374961853027,1.1823446692484598,-7.0617098203353725,0.0
flip,0048,22,22,9,30,0,0.01610671542584896,0.06242979113012552,0.005307204745427689,-8.728337783498034,0.0,4.238095283508301,13.452380962371826,1.0103555509144837,-9.119844663122379,0.0
flip,0049,14,14,17,30,0,0.021301288157701492,0.06420587219297885,0.007967143662076442,-5.385190208067031,0.0,6.692307472229004,13.986538496017456,1.7173610209103545,-4.247348655859127,0.0
flip,0050,14,14,17,30,0,0.02223469503223896,0.06296470686793328,0.006753188484609316,-6.0312268683924675,0.0,6.0,12.134230742454529,1.0325210004008791,-5.941022739559676,0.0
flip,0051,16,16,12,27,0,0.021050987765192986,0.06631975777447224,0.0070765450972314235,-6.3970156887702005,0.0,4.800000190734863,12.358333373069764,1.118834030728395,-6.755544589052404,0.0
flip,0052,17,17,13,29,0,0.01921219192445278,0.06376748275011777,0.00664801328701693,-6.702045995106256,0.0,5.125,12.3103125,1.1576836911425492,-6.206628421022863,0.0
flip,0053,30,30,1,30,0,0.013358800671994686,0.061770563460886475,0.004824795079459281,-10.033952114359506,0.0,2.8275861740112305,12.526724152565002,0.9076064228782057,-10.686502138003629,0.0
flip,0054,22,22,8,29,0,0.015959730371832848,0.0648686508461833,0.005955129603990987,-8.212906137520978,0.0,4.238095283508301,11.392142887115478,0.921773993230878,-7.7611731901133085,0.0
flip,0055,20,20,11,30,0,0.014491674490272999,0.05721301551908255,0.005358990144198566,-7.971901399195146,0.0,3.4210526943206787,10.923684177398682,0.8577258926294209,-8.747120201860927,0.0
flip,0056,17,17,14,30,0,0.018272550776600838,0.060798969399183986,0.006518143513621859,-6.524314558847907,0.0,5.0625,12.666875,1.1903003545514157,-6.388618612875935,0.0
flip,0057,20,20,11,30,0,0.016339128836989403,0.057032697889953854,0.005602673948070703,-7.263240629410069,0.0,3.736842155456543,10.720000004768371,1.039012117126866,-6.720959009238548,0.0
flip,0058,29,29,1,29,0,0.012555325403809547,0.05345750683918595,0.004144818937747434,-9.868267359733046,0.0,3.5,12.490357131958008,0.9182408107978749,-9.790849008492811,0.0
flip,0059,30,30,1,30,0,0.013957943767309189,0.05812729114666581,0.0038955187810905656,-11.33850197148613,0.0,4.310344696044922,13.624137949943542,0.8352973618135038,-11.150272561232036,0.0
flip,0060,55,55,1,55,0,0.012012075632810593,0.07154703663662076,0.0037055567474407708,-16.06640110016606,0.0,3.6481480598449707,14.449722199440002,0.6476876766625346,-16.67713394711227,0.0
flip,0061,22,22,9,30,0,0.01785135455429554,0.07190055187791586,0.006188039913694574,-8.734461651419796,0.0,3.952380895614624,13.76023810863495,1.172371274466366,-8.365828664204193,0.0
flip,0062,30,30,1,30,0,0.014259693212807178,0.06624707045033575,0.004814511688491353,-10.798058162741532,0.0,3.068965435028076,12.761896505355836,0.9485828078050005,-10.218328848650533,0.0
flip,0063,14,14,10,23,0,0.02429446205496788,0.07023764783516526,0.007858096285173748,-5.846605095292688,0.0,6.07692289352417,12.971538424491882,1.3001170065389507,-5.303073105182979,0.0
flip,0064,11,11,19,29,0,0.027019282802939415,0.06660539818927645,0.008402531877557936,-4.711212758628905,0.0,6.599999904632568,14.88449999332428,1.9591839681067373,-4.228546284347896,0.0
flip,0065,29,29,1,29,0,0.014004543423652649,0.062060152292251584,0.005098499051370516,-9.425442347720201,0.0,3.9285714626312256,13.33482144832611,1.0385691059235893,-9.056932208020957,0.0
notflip,0001,30,30,1,30,0,0.0027387989684939384,0.011386358044110239,0.0008763442409343743,-9.867765053600529,0.0,0.5862069129943848,2.762413796186447,0.2928569826921772,-7.430954396875281,0.0
notflip,0002,30,30,1,30,0,0.002128529828041792,0.013557155425660312,0.0013106183765309364,-8.72002544926071,0.0,0.48275861144065857,1.5539655160903931,0.1458102026435966,-7.346584019693616,0.0
notflip,0003,30,30,1,30,0,0.005692091304808855,0.02695529019460082,0.002105442435777342,-10.099159458587366,0.0,1.3793103694915771,4.46724138379097,0.362891093667322,-8.509249932516209,0.0
notflip,0004,35,35,1,35,0,0.008850702084600925,0.04262777904048562,0.0037035779666480077,-9.120120397102175,0.0,1.3823529481887817,9.792794129848481,0.9411963325882641,-8.935905177755227,0.0
notflip,0005,30,30,1,30,0,0.01057714968919754,0.04628927355632186,0.0038795855640816,-9.20513886786212,0.0,1.5862069129943848,10.00327588558197,1.0747247076834379,-7.831837225302583,0.0
notflip,0006,30,30,1,30,0,0.005626162048429251,0.02861811375245452,0.0024230879319031475,-9.488698862846002,0.0,0.9655172228813171,4.657068983316422,0.4754276270383121,-7.764697612193292,0.0
notflip,0007,30,30,1,30,0,0.006740262266248465,0.0317112925555557,0.0023139803347334746,-10.791375326092998,0.0,0.6551724076271057,2.433275859951973,0.2566889661965154,-6.927073955191321,0.0
notflip,0008,30,30,1,30,0,0.009483814239501953,0.04346478240564466,0.0042418914137547885,-8.010805758948889,0.0,1.6896551847457886,9.147931015491485,0.9837838331317725,-7.581214063055965,0.0
notflip,0009,30,30,1,30,0,0.0050773657858371735,0.02799920319579542,0.002138121323635584,-10.720550399349081,0.0,0.7931034564971924,3.7263793098926543,0.3246400191928347,-9.03547215370607,0.0
notflip,0010,30,30,1,30,0,0.007714909501373768,0.03054119659587741,0.0023728036343257253,-9.619964654593147,0.0,1.034482717514038,3.3853448212146757,0.2844663510018826,-8.264113120658969,0.0
notflip,0011,30,30,1,30,0,0.010965563356876373,0.04769776675850153,0.004293909727307194,-8.554488970279479,0.0,1.5517241954803467,9.160862057209014,0.8943248421829553,-8.508248348727005,0.0
notflip,0015,30,30,1,30,0,0.013036612421274185,0.07539736121892929,0.007416964278340067,-8.407853463683066,0.0,3.0,15.608620681762694,1.4908254325236039,-8.45747624550473,0.0
notflip,0016,25,25,1,25,0,0.0031394008547067642,0.01368549957871437,0.0011978401256158174,-8.804262353947935,0.0,0.4166666567325592,2.492291666865349,0.3492353659500433,-5.9433414038305035,0.0
notflip,0019,30,30,1,30,0,0.0020308406092226505,0.007704144432209432,0.0004980976360958836,-11.389943279904811,0.0,1.4482758045196533,2.9672413742542267,0.21952860991241954,-6.919214631480432,0.0
notflip,0020,21,21,1,21,0,0.0015744197880849242,0.006147631590720266,0.0006232091454271138,-7.338165423585223,0.0,1.0,2.7405000001192095,0.2567867711481738,-6.777997138781297,0.0
notflip,0021,8,8,7,27,13,0.01254882849752903,0.030144388331100346,0.008383223020967058,-2.09890155487496,0.0,4.285714149475098,8.15857143163681,1.7734924053613816,-2.1837461894135073,0.015
notflip,0023,30,30,1,30,0,0.0084810396656394,0.04258391236886382,0.004323295415360442,-7.888166185002928,0.0,2.2068965435028076,9.784827589988708,1.0080089705210271,-7.517721833932653,0.0
notflip,0024,30,30,1,30,0,0.0021178992465138435,0.009871513145044445,0.0007738189177414913,-10.019933243762905,0.0,1.137930989265442,3.8815517246723177,0.32832777932922846,-8.356346639361663,0.0
notflip,0025,30,30,1,30,0,0.00691358745098114,0.026260424740612506,0.00224970133983688,-8.599735861398452,0.0,1.9310344457626343,7.61051724433899,0.6779354068024583,-8.377616424202024,0.0
notflip,0026,30,30,1,30,0,0.007662813179194927,0.03749241666868329,0.0034823093119578,-8.566040755500197,0.0,1.4137930870056152,9.29275861263275,0.9234400786570686,-8.532189264608572,0.0
notflip,0027,30,30,1,30,0,0.006626561284065247,0.04074894577264786,0.0049613719649000574,-6.877610614561123,0.0,2.034482717514038,8.885517234802245,0.8706847959945033,-7.868558804294842,0.0
notflip,0028,30,30,1,30,0,0.008565588854253292,0.04530266342684627,0.004438425202138249,-8.277051634191015,0.0,1.8275861740112305,7.717413778305054,0.7287293065743171,-8.082325701955515,0.0
notflip,0029,30,30,1,30,0,0.007156110368669033,0.029174391692504287,0.002275403425404313,-9.676649458292372,0.0,1.2068965435028076,5.2768965542316435,0.5022777427032298,-8.103086529027408,0.0
notflip,0030,30,30,1,30,0,0.0074077448807656765,0.032840511109679935,0.0029966519445463425,-8.487060459323539,0.0,1.7931034564971924,5.507068953514099,0.5236397122888048,-7.09259708508993,0.0
notflip,0031,30,30,1,30,0,0.0054015000350773335,0.021609447291120888,0.0016691949450870186,-9.71003854507755,0.0,1.482758641242981,3.5674138009548186,0.24735280938706314,-8.427861259702627,0.0
notflip,0032,30,30,1,30,0,0.008904580026865005,0.04428391454741359,0.004288191456577049,-8.250409264326395,0.0,2.1379311084747314,7.7675862121582036,0.634958345810811,-8.866180184614592,0.0
notflip,0033,30,30,1,30,0,0.006592985708266497,0.03158496875315905,0.002911525755276659,-8.583809708569026,0.0,1.2758620977401733,6.254827589988708,0.6284939245589211,-7.922058269286832,0.0
notflip,0034,30,30,1,30,0,0.007602958474308252,0.03516751443967223,0.002852701319027567,-9.662615494131096,0.0,1.6551724672317505,7.7841379261016845,0.6910334672397673,-8.869274426535657,0.0
notflip,0035,32,32,1,32,0,0.010088830254971981,0.04612705085426569,0.003951254568879572,-9.120703303485909,0.0,2.548387050628662,9.554838700294495,0.823343912845101,-8.509750956261682,0.0
notflip,0036,30,30,1,30,0,0.00557495653629303,0.023520181765779854,0.0018178066421999722,-9.871910913346039,0.0,1.7586207389831543,5.41379311800003,0.39683977762283823,-9.210700602928974,0.0
notflip,0037,30,30,1,30,0,0.008132342249155045,0.03269497184082866,0.002361608558502753,-10.400804783349104,0.0,2.068965435028076,6.763620686531067,0.5197639365820801,-9.032283544669554,0.0
notflip,0038,30,30,1,30,0,0.0064883301965892315,0.03413754657842219,0.003021700549166395,-9.150217214429347,0.0,1.6206896305084229,7.376724133491516,0.6818737725500112,-8.441495676622353,0.0
notflip,0039,30,30,1,30,0,0.010216434486210346,0.053742948956787585,0.0045172769519317745,-9.635564729314083,0.0,1.2758620977401733,7.1243103504180905,0.6834226873307655,-8.557585753437774,0.0
notflip,0040,30,30,1,30,0,0.005180007312446833,0.01883583901450038,0.0012253484391687715,-11.144447787697947,0.0,1.482758641242981,4.477758632898331,0.31536586568498753,-9.496906030556248,0.0
notflip,0041,37,37,1,37,0,0.0027678313199430704,0.018787511610426008,0.0015754881004028413,-10.168074443968708,0.0,0.8055555820465088,3.917361114025116,0.38996857450207284,-7.97963152787858,0.0
notflip,0042,30,30,1,30,0,0.0073685902170836926,0.02798447693698108,0.0019338141583813574,-10.660738329247375,0.0,1.1034482717514038,4.677413791418076,0.3992849925669921,-8.950913723778465,0.0
notflip,0043,30,30,1,30,0,0.009634262882173061,0.03773986299522221,0.0031761182879839734,-8.849040736102134,0.0,1.482758641242981,6.072068960666656,0.5643608905486349,-8.131871637955363,0.0
notflip,0044,30,30,1,30,0,0.0067230286076664925,0.02142338836565614,0.0015673415407513117,-9.379168085433994,0.0,1.1724138259887695,3.023448269367218,0.20348250086933078,-9.096774589806703,0.0
notflip,0045,30,30,1,30,0,0.009537925012409687,0.0359391765203327,0.0027139078704974617,-9.728131081724465,0.0,1.6551724672317505,6.767586205005646,0.5943328657562429,-8.601936780441616,0.0
notflip,0046,30,30,1,30,0,0.002972837071865797,0.014648150876164437,0.0012710429134044502,-9.1856173235148,0.0,1.1034482717514038,2.8846551752090455,0.20665375072274422,-8.6192817562135,0.0
notflip,0047,30,30,1,30,0,0.008724882267415524,0.031174894366413356,0.002342125907280475,-9.5853139360323,0.0,1.7586207389831543,7.07482759475708,0.5905291898807183,-9.002445513062195,0.0
notflip,0048,30,30,1,30,0,0.004955411422997713,0.014681808627210557,0.0010058002272579963,-9.6703072246552,0.0,1.3793103694915771,3.014482756853104,0.20030390754093133,-8.163457255707234,0.0
notflip,0049,30,30,1,30,0,0.0043313088826835155,0.02038840776309371,0.0016132903233888678,-9.953012577848202,0.0,0.8620689511299133,2.483103451728821,0.19567530611814535,-8.284307983247283,0.0
notflip,0050,29,29,1,29,0,0.0057105994783341885,0.030235567465424537,0.0030373460249903807,-8.074472840863766,0.0,1.1071428060531616,4.737678557634354,0.4711255306938583,-7.706090022831616,0.0
notflip,0051,30,30,1,30,0,0.002953524002805352,0.015283213118091226,0.0013381410165368781,-9.21404318596797,0.0,1.6206896305084229,3.0917241394519808,0.23247533804171192,-6.327701343871656,0.0
notflip,0052,30,30,1,30,0,0.005761586595326662,0.021294292602688072,0.0013925992373970554,-11.153751625194056,0.0,2.1379311084747314,5.2717241394519805,0.41975090714005053,-7.465839805634189,0.0
notflip,0053,30,30,1,30,0,0.009337660856544971,0.03688528989441693,0.0026285973505874,-10.479972914724282,0.0,1.2068965435028076,6.01258621931076,0.6140422612958981,-7.826317468224162,0.0
notflip,0054,30,30,1,30,0,0.008918545208871365,0.03731627060100436,0.002924876695718198,-9.709033352997464,0.0,1.4137930870056152,6.6513793087005615,0.6587494591891055,-7.950801550778056,0.0
notflip,0055,30,30,1,30,0,0.007793252356350422,0.0307116143591702,0.0021486554764110137,-10.666373578467427,0.0,1.8275861740112305,5.534827609062194,0.506189207931155,-7.3238255122088125,0.0
notflip,0056,30,30,1,30,0,0.0056218369863927364,0.01866163027472794,0.0012723896672926698,-10.248270340076445,0.0,0.5862069129943848,1.8815517359972,0.17158273597519627,-7.5493890200589195,0.0
notflip,0057,30,30,1,30,0,0.0046499306336045265,0.019228926100768148,0.0016193986128959046,-9.002721967936354,0.0,0.6551724076271057,2.743448266983032,0.30580909635706827,-6.828691115576292,0.0
notflip,0058,30,30,1,30,0,0.009306429885327816,0.035899377996101975,0.0027813135488278236,-9.561290966989924,0.0,1.5517241954803467,7.585344843864441,0.7460757572178693,-8.087142076407334,0.0
