sequence_a,sequence_b,label_a,label_b,video_id_a,video_id_b,same_numeric_video_id,border_l1,center_l1,hist_cosine,edge_l1,coarse_l1,border_l1_pct,center_l1_pct,hist_cosine_pct,edge_l1_pct,coarse_l1_pct,composite_pct,rank_a_to_b,rank_b_to_a,reciprocal_top3
flip__0023,notflip__0033,flip,notflip,0023,0033,0,0.015495586208999157,0.04828740283846855,0.40243929624557495,0.05317297950387001,0.12186431139707565,0.18865143699336773,0.6707442888725129,0.898894620486367,0.5469417833456153,0.46013264554163597,0.48292557111274875,78,52,0
flip__0017,flip__0039,flip,flip,0017,0039,0,0.04598719999194145,0.05615873262286186,0.07399076223373413,0.05207858607172966,0.12688039243221283,0.4792925571112749,0.7749447310243184,0.2565954310980103,0.4922623434045689,0.4993367722918202,0.4830582166543847,55,54,0
flip__0018,notflip__0028,flip,notflip,0018,0028,0,0.05034630000591278,0.06014654040336609,0.12349081039428711,0.049779605120420456,0.12011101096868515,0.5008106116433308,0.8206337509211495,0.43345615327929254,0.3739130434782609,0.4440677966101695,0.4831245394252026,53,54,0
notflip__0016,notflip__0047,notflip,notflip,0016,0047,0,0.07567168027162552,0.035551466047763824,0.04807406663894653,0.05305137485265732,0.11952485144138336,0.6635224760501105,0.43154016212232865,0.15283714075165808,0.5406042741341194,0.4396462785556374,0.483168754605748,72,51,0
flip__0032,notflip__0030,flip,notflip,0032,0030,0,0.026246054098010063,0.040992140769958496,0.23029929399490356,0.05624335631728172,0.10898434370756149,0.3329403095062638,0.5456153279292557,0.6713338246131172,0.6985998526160648,0.35327929255711127,0.4831834929992631,54,49,0
flip__0031,notflip__0057,flip,notflip,0031,0057,0,0.09048804640769958,0.04298454523086548,0.05104023218154907,0.04577823355793953,0.11816577613353729,0.8089904200442152,0.5823139277818717,0.16226971260132644,0.25497420781134855,0.42770817980840087,0.4831908621960206,62,57,0
flip__0001,notflip__0046,flip,notflip,0001,0046,0,0.015101246535778046,0.055857907980680466,0.3350992798805237,0.05491716414690018,0.11483556777238846,0.18349299926308033,0.771997052321297,0.8260869565217391,0.6352247605011054,0.4001473839351511,0.48324244657332355,39,52,0
notflip__0002,notflip__0047,notflip,notflip,0002,0047,0,0.03359314426779747,0.049680810421705246,0.07134830951690674,0.06107311323285103,0.10712729394435883,0.40265291083271926,0.690198968312454,0.24539425202652912,0.8601326455416359,0.33839351510685334,0.4832498157700811,46,52,0
flip__0010,flip__0054,flip,flip,0010,0054,0,0.025952525436878204,0.07047343999147415,0.08012175559997559,0.05497036129236221,0.12649653851985931,0.3301400147383935,0.9024318349299927,0.28268238761974945,0.6372881355932203,0.4965364775239499,0.4832792925571112,32,49,0
flip__0063,notflip__0053,flip,notflip,0063,0053,0,0.048045892268419266,0.07096040993928909,0.3215641379356384,0.045766837894916534,0.1010478287935257,0.4896094325718497,0.9050847457627119,0.8095799557848194,0.25453205600589535,0.2941783345615328,0.4832792925571113,36,49,0
flip__0031,notflip__0044,flip,notflip,0031,0044,0,0.08741014450788498,0.0465000681579113,0.04419833421707153,0.04605183005332947,0.12082165479660034,0.7780397936624908,0.6421518054532056,0.13898305084745763,0.25969049373618275,0.45217391304347826,0.48345615327929253,63,54,0
flip__0015,flip__0031,flip,flip,0015,0031,0,0.021990828216075897,0.09812382608652115,0.18156975507736206,0.05384176969528198,0.11432721465826035,0.28224023581429625,0.9775976418570376,0.576271186440678,0.5789240972733972,0.39616801768607224,0.4836993367722918,26,64,0
notflip__0020,notflip__0056,notflip,notflip,0020,0056,0,0.07937877625226974,0.04359504580497742,0.062050819396972656,0.05130339041352272,0.11222118884325027,0.6978629329403095,0.593367722918202,0.20619012527634487,0.4471628592483419,0.37877671333824614,0.4837509211495948,76,46,0
flip__0007,notflip__0050,flip,notflip,0007,0050,0,0.0120701240375638,0.02056102640926838,0.32738375663757324,0.06467928737401962,0.12494552135467529,0.13131908621960206,0.15519528371407518,0.815033161385409,0.9273397199705232,0.48518791451731763,0.4839351510685336,47,48,0
flip__0019,notflip__0029,flip,notflip,0019,0029,0,0.040609393268823624,0.04576937481760979,0.1570102572441101,0.051390789449214935,0.12233633548021317,0.45305821665438467,0.6313927781871777,0.5229182019159911,0.451584377302874,0.46484893146647016,0.4840235814296242,51,59,0
flip__0027,notflip__0043,flip,notflip,0027,0043,0,0.06250947713851929,0.05103227496147156,0.05145937204360962,0.054803162813186646,0.11132378876209259,0.5653647752394989,0.707442888725129,0.16374355195283713,0.6293294030950627,0.37317612380250553,0.48407516580692705,79,47,0
flip__0005,flip__0051,flip,flip,0005,0051,0,0.03354768827557564,0.03328407183289528,0.0762791633605957,0.06434109061956406,0.11499637365341187,0.402063375092115,0.38437730287398675,0.26617538688282977,0.92277081798084,0.40221075902726605,0.4840899042004421,51,42,0
flip__0015,flip__0047,flip,flip,0015,0047,0,0.02363123558461666,0.06137489899992943,0.06842809915542603,0.0574023462831974,0.1274821013212204,0.30243183492999265,0.8303610906411201,0.2328666175386883,0.7463522476050111,0.5044952100221076,0.4840899042004422,27,60,0
notflip__0020,notflip__0049,notflip,notflip,0020,0049,0,0.07664275169372559,0.03641001135110855,0.10668444633483887,0.04881441220641136,0.12048967182636261,0.6736919675755343,0.45379513633014,0.3812822402358143,0.33588798820928517,0.44893146647015475,0.4840899042004422,77,55,0
flip__0021,flip__0034,flip,flip,0021,0034,0,0.02079152502119541,0.04333909973502159,0.19740909337997437,0.05868672952055931,0.11281771212816238,0.2675018422991894,0.5885040530582166,0.608400884303611,0.7893883566691231,0.3836403831982314,0.48414885777450256,50,57,0
flip__0017,notflip__0039,flip,notflip,0017,0039,0,0.024845952168107033,0.050186604261398315,0.1282658576965332,0.05484496429562569,0.12730573117733002,0.3180545320560059,0.6965364775239499,0.447310243183493,0.6316875460574798,0.5028739867354458,0.4842225497420781,56,38,0
flip__0020,notflip__0039,flip,notflip,0020,0039,0,0.019707337021827698,0.050786375999450684,0.23508447408676147,0.0556657575070858,0.11567070335149765,0.2509948415622697,0.7043478260869566,0.6801768607221813,0.6714812085482682,0.40884303610906414,0.4842667649226235,54,39,0
flip__0021,flip__0044,flip,flip,0021,0044,0,0.02450607903301716,0.07760534435510635,0.10347509384155273,0.05760374292731285,0.11033821105957031,0.31363301400147386,0.9339719970523213,0.36801768607221813,0.7538688282977155,0.363448784082535,0.4843257184966839,51,55,0
flip__0001,notflip__0052,flip,notflip,0001,0052,0,0.015873737633228302,0.046945348381996155,0.38015252351760864,0.05405456945300102,0.11988277733325958,0.19646278555637436,0.6477523949889462,0.8791451731761238,0.591304347826087,0.4421518054532056,0.4843846720707443,40,46,0
flip__0021,notflip__0009,flip,notflip,0021,0009,0,0.03966556861996651,0.04489203169941902,0.07973641157150269,0.05623575299978256,0.11824359744787216,0.4468680913780398,0.6156226971260133,0.28076639646278556,0.6980103168754606,0.42829771554900514,0.4844141488577745,52,50,0
notflip__0020,notflip__0042,notflip,notflip,0020,0042,0,0.07619588822126389,0.03377845510840416,0.1259676218032837,0.04890180751681328,0.11952485144138336,0.6703021370670597,0.3939572586588062,0.44141488577745025,0.3404568901989683,0.4397936624907885,0.48473839351510684,78,54,0
flip__0023,notflip__0047,flip,notflip,0023,0047,0,0.06979811936616898,0.045153748244047165,0.06276160478591919,0.053742971271276474,0.11064426600933075,0.6163596168017687,0.6198968312453943,0.20913780397936624,0.5740604274134119,0.3675755342667649,0.4849742078113486,79,53,0
flip__0018,notflip__0040,flip,notflip,0018,0040,0,0.045226920396089554,0.0352768711745739,0.14865082502365112,0.05093099921941757,0.13495175540447235,0.4764922623434046,0.42446573323507736,0.4985998526160649,0.4281503316138541,0.5578481945467944,0.4852763448784082,54,58,0
flip__0018,flip__0044,flip,flip,0018,0044,0,0.03222432732582092,0.060950398445129395,0.08542191982269287,0.05658155307173729,0.11353874951601028,0.3915991156963891,0.8274134119380987,0.30331613854089906,0.713780397936625,0.38820928518791453,0.4855268975681651,55,56,0
flip__0010,flip__0059,flip,flip,0010,0059,0,0.027152901515364647,0.06847631931304932,0.10994404554367065,0.05229518190026283,0.13228550553321838,0.3422254974207811,0.8894620486366986,0.39145173176123804,0.5024318349299927,0.5392778187177598,0.4856374355195284,33,48,0
flip__0007,notflip__0054,flip,notflip,0007,0054,0,0.010258838534355164,0.027888350188732147,0.3507349491119385,0.06020291894674301,0.13200539350509644,0.1016949152542373,0.27752394988946205,0.8440677966101695,0.8349299926308033,0.5364775239498895,0.4859764185703758,48,45,0
notflip__0001,notflip__0054,notflip,notflip,0001,0054,0,0.01900426112115383,0.03423075005412102,0.21651887893676758,0.05923013016581535,0.12233635038137436,0.23905674281503317,0.402063375092115,0.6448047162859248,0.8058953574060428,0.46499631540162123,0.48607221812822404,61,46,0
notflip__0015,notflip__0030,notflip,notflip,0015,0030,0,0.025154046714305878,0.06677994132041931,0.05562567710876465,0.058888133615255356,0.12224297970533371,0.3207074428887251,0.877376565954311,0.17951363301400147,0.7958732498157701,0.4642593957258659,0.48611643330876936,53,50,0
flip__0028,notflip__0031,flip,notflip,0028,0031,0,0.018454989418387413,0.029203154146671295,0.2750365138053894,0.05935932695865631,0.12110178172588348,0.2309506263817244,0.3030213706705969,0.7416359616801769,0.8110537951363301,0.4539425202652911,0.48652910832719237,72,45,0
flip__0062,notflip__0010,flip,notflip,0062,0010,0,0.044394299387931824,0.0255096647888422,0.07086867094039917,0.06575847417116165,0.1128903478384018,0.47310243183493,0.236551215917465,0.24288872512896095,0.9432571849668386,0.3845246868091378,0.4868017686072218,49,26,0
flip__0009,notflip__0053,flip,notflip,0009,0053,0,0.016395846381783485,0.0386299230158329,0.1674255132675171,0.06003952398896217,0.128265380859375,0.2033898305084746,0.5006632277081798,0.5460574797347089,0.8309506263817243,0.5105379513633014,0.486816507000737,24,50,0
flip__0023,notflip__0035,flip,notflip,0023,0035,0,0.023853464052081108,0.049047019332647324,0.34074312448501587,0.05291077494621277,0.11273990571498871,0.30478997789240975,0.6804716285924834,0.8331613854089904,0.5341193809874724,0.38246131171702286,0.48689756816507,80,48,0
flip__0031,notflip__0005,flip,notflip,0031,0005,0,0.06132705882191658,0.040731221437454224,0.08453369140625,0.05284618213772774,0.12166718393564224,0.5565217391304348,0.5410464259395726,0.30007369196757555,0.5305821665438467,0.4589535740604274,0.4869270449521002,65,58,0
notflip__0009,notflip__0021,notflip,notflip,0009,0021,0,0.05413596332073212,0.03513717278838158,0.09578359127044678,0.05742514505982399,0.10903619974851608,0.5195283714075166,0.4218128224023581,0.34060427413411937,0.7473839351510685,0.3537214443625645,0.48703758290346355,51,68,0
flip__0024,notflip__0003,flip,notflip,0024,0003,0,0.03724067285656929,0.03515547141432762,0.0878136157989502,0.05632694810628891,0.1288255900144577,0.4303610906411201,0.4224023581429624,0.31127487103905677,0.7024318349299926,0.5145173176123803,0.4871554900515844,55,74,0
flip__0023,notflip__0032,flip,notflip,0023,0032,0,0.04416470229625702,0.04456079378724098,0.285971999168396,0.05053199827671051,0.10921776294708252,0.4722181282240236,0.6103168754605748,0.7594694178334561,0.40943257184966836,0.35534266764922623,0.48733971997052317,81,48,0
flip__0041,notflip__0031,flip,notflip,0041,0031,0,0.02366613782942295,0.05781194940209389,0.13146650791168213,0.058983128517866135,0.10935263335704803,0.3030213706705969,0.7938098747236552,0.45541635961680177,0.7989683124539425,0.3559322033898305,0.487376565954311,57,46,0
flip__0004,notflip__0050,flip,notflip,0004,0050,0,0.007460226770490408,0.028841009363532066,0.38343602418899536,0.06328470259904861,0.12818238139152527,0.05600589535740604,0.29594694178334563,0.8832719233603538,0.9065585851142226,0.509506263817244,0.487575534266765,49,49,0
flip__0061,notflip__0009,flip,notflip,0061,0009,0,0.0475240983068943,0.027002451941370964,0.055744826793670654,0.06255509704351425,0.11964934319257736,0.4863669859985262,0.26249078850405305,0.1798084008843036,0.8921149594694179,0.44038319823139277,0.4876492262343404,54,52,0
flip__0029,notflip__0047,flip,notflip,0029,0047,0,0.0792992115020752,0.04392576590180397,0.05655622482299805,0.05169858783483505,0.11373067647218704,0.6969786293294031,0.5995578481945468,0.18349299926308033,0.46823876197494474,0.38997789240972736,0.48771554900515846,71,54,0
flip__0026,flip__0056,flip,flip,0026,0056,0,0.07848990708589554,0.021877557039260864,0.10965877771377563,0.05045979842543602,0.12636683881282806,0.6887251289609433,0.17450257921886514,0.39056742815033163,0.4066322770817981,0.49506263817243923,0.4877450257921887,78,38,0
notflip__0020,notflip__0039,notflip,notflip,0020,0039,0,0.012327037751674652,0.06732532382011414,0.16512078046798706,0.05604195594787598,0.1357298493385315,0.13500368459837878,0.8815033161385409,0.5410464259395726,0.6868091378039793,0.5631540162122328,0.48795873249815774,79,40,0
flip__0029,notflip__0044,flip,notflip,0029,0044,0,0.08164071291685104,0.044975146651268005,0.044078290462493896,0.04997720196843147,0.12079053372144699,0.7210022107590273,0.6168017686072218,0.13854089904200442,0.3823139277818718,0.45173176123802505,0.48815770081061166,72,55,0
flip__0027,notflip__0052,flip,notflip,0027,0052,0,0.06993970274925232,0.06263171881437302,0.04784172773361206,0.04988980293273926,0.12391846626996994,0.6181282240235815,0.8431834929992631,0.1518054532056006,0.3790714812085483,0.4792925571112749,0.4881650700073692,80,47,0
flip__0060,notflip__0008,flip,notflip,0060,0008,0,0.05638142302632332,0.03912050649523735,0.1316831111907959,0.052409179508686066,0.11845625936985016,0.5308769344141488,0.5115696389093589,0.4567428150331614,0.5083271923360354,0.43050847457627117,0.48822402358142963,53,59,0
notflip__0016,notflip__0044,notflip,notflip,0016,0044,0,0.07801318168640137,0.03670255467295647,0.04717665910720825,0.0515579916536808,0.12548501789569855,0.6847457627118644,0.46116433308769345,0.14929992630803243,0.4613117170228445,0.48887251289609435,0.48841562269712596,73,56,0
flip__0055,notflip__0005,flip,notflip,0055,0005,0,0.05084695294499397,0.02802896499633789,0.13185501098632812,0.056763943284749985,0.11325863748788834,0.5037582903463522,0.28076639646278556,0.45733235077376566,0.7201179071481209,0.38673544583640385,0.4885114222549742,50,59,0
notflip__0019,notflip__0039,notflip,notflip,0019,0039,0,0.01453880500048399,0.06449589133262634,0.2673943042755127,0.053929172456264496,0.12606596946716309,0.17641857037582903,0.8585114222549742,0.7322033898305085,0.5839351510685336,0.49270449521002213,0.4885703758290347,76,41,0
flip__0026,notflip__0050,flip,notflip,0026,0050,0,0.06620076298713684,0.04771320894360542,0.08778750896453857,0.05213938653469086,0.11500155925750732,0.5876197494473102,0.6604274134119381,0.3111274871039057,0.49535740604274137,0.4023581429624171,0.4886588061901253,79,50,0
flip__0009,flip__0058,flip,flip,0009,0058,0,0.0365242175757885,0.04618634656071663,0.05907922983169556,0.0608983188867569,0.11377217620611191,0.42490788504053056,0.636698599852616,0.19498894620486368,0.8548268238761975,0.39056742815033163,0.4889977892409727,25,49,0
flip__0051,notflip__0004,flip,notflip,0051,0004,0,0.05308620259165764,0.026192592456936836,0.07789409160614014,0.06155950948596001,0.11222637444734573,0.5151068533529846,0.24907885040530583,0.2726602800294768,0.8707442888725129,0.3790714812085483,0.48925571112748717,43,60,0
flip__0048,notflip__0027,flip,notflip,0048,0027,0,0.04261920973658562,0.07774416357278824,0.05179506540298462,0.05834093317389488,0.1025158241391182,0.4642593957258659,0.9347089167280767,0.16507000736919675,0.7781871775976419,0.3046425939572587,0.48930729550479,45,58,0
flip__0048,notflip__0019,flip,notflip,0048,0019,0,0.02867060899734497,0.06093887612223625,0.19552898406982422,0.05278537794947624,0.11622056365013123,0.35799557848194546,0.8271186440677966,0.6048636698599853,0.5273397199705232,0.41223286661753866,0.4893662490788504,46,77,0
flip__0019,flip__0044,flip,flip,0019,0044,0,0.030636020004749298,0.07264551520347595,0.09499567747116089,0.05489056557416916,0.11826953291893005,0.37818717759764187,0.9131908621960206,0.33780397936624906,0.6338983050847458,0.4285924834193073,0.48937361827560794,52,57,0
flip__0013,notflip__0037,flip,notflip,0013,0037,0,0.019250325858592987,0.08438634127378464,0.0729169249534607,0.060039520263671875,0.12274095416069031,0.24274134119380988,0.9537214443625645,0.25261606484893145,0.8308032424465733,0.4689756816507001,0.4894915254237288,60,44,0
flip__0018,flip__0048,flip,flip,0018,0048,0,0.04649941995739937,0.03857530280947685,0.12750768661499023,0.05566195398569107,0.11188401281833649,0.4815033161385409,0.4997789240972734,0.44524686809137803,0.671039056742815,0.3767133382461312,0.4896020633750921,56,47,0
flip__0016,notflip__0028,flip,notflip,0016,0028,0,0.046275828033685684,0.07586243748664856,0.11282622814178467,0.04900440573692322,0.12680776417255402,0.48002947678703023,0.9263080324244657,0.3991156963890936,0.34399410464259395,0.4985998526160649,0.4899557848194547,51,55,0
flip__0033,notflip__0037,flip,notflip,0033,0037,0,0.01823960430920124,0.059372227638959885,0.26822996139526367,0.05395197495818138,0.12116920948028564,0.22800294767870302,0.8110537951363301,0.7329403095062638,0.58481945467944,0.45453205600589536,0.4900442151805453,56,45,0
notflip__0011,notflip__0045,notflip,notflip,0011,0045,0,0.028269946575164795,0.06921748071908951,0.060626327991485596,0.059135131537914276,0.11654218286275864,0.35298452468680913,0.894620486366986,0.20029476787030215,0.8036845983787767,0.4157700810611643,0.49008106116433314,25,59,0
flip__0059,notflip__0002,flip,notflip,0059,0002,0,0.06029468774795532,0.02825683355331421,0.08245337009429932,0.054521966725587845,0.12970225512981415,0.5498894620486366,0.2851879145173176,0.2919675755342668,0.6132645541635962,0.5211495946941783,0.4902210759027266,49,47,0
flip__0002,notflip__0042,flip,notflip,0002,0042,0,0.022834723815321922,0.06380248814821243,0.312674343585968,0.05264478176832199,0.11115779727697372,0.2937361827560796,0.85379513633014,0.7998526160648489,0.5201179071481209,0.3714075165806927,0.49035372144436257,37,55,0
flip__0005,flip__0023,flip,flip,0005,0023,0,0.05629952624440193,0.04818657040596008,0.15882623195648193,0.049707405269145966,0.12016288191080093,0.5302873986735446,0.6689756816507001,0.5263080324244658,0.3715549005158438,0.44509948415622697,0.4905158437730288,52,82,0
flip__0011,notflip__0039,flip,notflip,0011,0039,0,0.016347436234354973,0.05265064164996147,0.15093892812728882,0.05679815262556076,0.1332399696111679,0.20265291083271925,0.7332350773765659,0.5052321296978629,0.7218865143699337,0.5451731761238026,0.4905747973470892,53,42,0
flip__0004,flip__0056,flip,flip,0004,0056,0,0.028675049543380737,0.022989289835095406,0.15262186527252197,0.060206715017557144,0.12422450631856918,0.35814296241709653,0.19233603537214444,0.5109801031687546,0.8350773765659543,0.4815033161385409,0.4907148120854827,50,39,0
flip__0032,flip__0064,flip,flip,0032,0064,0,0.08676870912313461,0.023047318682074547,0.1151767373085022,0.04740462079644203,0.12482623755931854,0.7696389093588799,0.1939572586588062,0.4070744288872513,0.29123065585851143,0.4847457627118644,0.49078113485630065,55,39,0
flip__0019,notflip__0033,flip,notflip,0019,0033,0,0.01627839170396328,0.08240500092506409,0.25258493423461914,0.05520596355199814,0.11474218964576721,0.20162122328666177,0.9478260869565217,0.7061164333087694,0.6493736182756079,0.39896831245394254,0.4908032424465733,53,53,0
notflip__0010,notflip__0048,notflip,notflip,0010,0048,0,0.032964348793029785,0.06690394878387451,0.03707778453826904,0.064994677901268,0.10536882281303406,0.3973470891672808,0.8782608695652174,0.11495946941783346,0.9316138540899042,0.322623434045689,0.4912527634487841,27,52,0
flip__0019,flip__0048,flip,flip,0019,0048,0,0.04491111636161804,0.04257846996188164,0.16285854578018188,0.05362896993756294,0.11361656337976456,0.47531319086219603,0.5752394988946204,0.5364775239498895,0.5675755342667649,0.38909358879882094,0.49137803979366246,54,48,0
flip__0019,notflip__0040,flip,notflip,0019,0040,0,0.04363861307501793,0.046971987932920456,0.1834038496017456,0.048039212822914124,0.1335511952638626,0.46912306558585115,0.6483419307295505,0.5803979366249079,0.3092114959469418,0.5478260869565217,0.49142962417096536,55,59,0
flip__0029,notflip__0042,flip,notflip,0029,0042,0,0.07936123758554459,0.041929230093955994,0.07359743118286133,0.05085119232535362,0.11589895933866501,0.6977155490051584,0.5646278555637435,0.2555637435519528,0.4234340456890199,0.410759027266028,0.49148857774502575,73,56,0
flip__0030,notflip__0039,flip,notflip,0030,0039,0,0.01633998192846775,0.05480225011706352,0.2634522318840027,0.055859558284282684,0.11934328824281693,0.2023581429624171,0.7609432571849668,0.7261606484893147,0.6807663964627856,0.4384672070744289,0.49149594694178333,57,43,0
notflip__0010,notflip__0044,notflip,notflip,0010,0044,0,0.032432619482278824,0.06549332290887833,0.040255606174468994,0.06553807854652405,0.1052391305565834,0.3926308032424466,0.8663227708179808,0.12527634487840825,0.939719970523213,0.3215917464996315,0.4915549005158438,28,57,0
flip__0023,flip__0059,flip,flip,0023,0059,0,0.08319283276796341,0.043111611157655716,0.07125473022460938,0.045656636357307434,0.1268596351146698,0.7372144436256448,0.5845246868091378,0.24480471628592484,0.25261606484893145,0.4990420044215181,0.4916212232866618,83,50,0
flip__0006,notflip__0042,flip,notflip,0006,0042,0,0.022146141156554222,0.10189852118492126,0.036638855934143066,0.059309929609298706,0.12947401404380798,0.28400884303610907,0.9820191599115696,0.11378039793662491,0.8088430361090642,0.5193809874723655,0.4920854826823876,23,57,0
flip__0023,flip__0062,flip,flip,0023,0062,0,0.07777485996484756,0.05314432084560394,0.04505479335784912,0.04940720647573471,0.12444236874580383,0.6829771554900516,0.7392778187177598,0.1410464259395726,0.3593220338983051,0.48179808400884305,0.4922918201915991,84,50,0
notflip__0010,notflip__0042,notflip,notflip,0010,0042,0,0.027984758839011192,0.062100451439619064,0.055834949016571045,0.06740766763687134,0.1070806086063385,0.3501842299189388,0.8390567428150332,0.18010316875460575,0.9603537214443626,0.3375092114959469,0.4924244657332351,29,58,0
flip__0027,notflip__0028,flip,notflip,0027,0028,0,0.047798704355955124,0.053012073040008545,0.22070753574371338,0.04810382053256035,0.12031850218772888,0.48784082535003687,0.7383935151068534,0.6540899042004421,0.31142225497420783,0.44745762711864406,0.4924539425202653,81,56,0
notflip__0019,notflip__0050,notflip,notflip,0019,0050,0,0.07588160037994385,0.03160889074206352,0.0366935133934021,0.05599255487322807,0.11644880473613739,0.666617538688283,0.3488577745025792,0.11392778187177598,0.6850405305821665,0.4144436256448047,0.49257921886514366,78,51,0
flip__0002,notflip__0019,flip,notflip,0002,0019,0,0.05308026075363159,0.048143018037080765,0.38515132665634155,0.047214627265930176,0.1056748628616333,0.5149594694178334,0.668680913780398,0.8845983787767133,0.2866617538688283,0.324834193072955,0.4925865880619012,38,79,0
flip__0010,flip__0027,flip,flip,0010,0027,0,0.04719901084899902,0.048649173229932785,0.21754324436187744,0.04957440122961998,0.11931218206882477,0.4843036109064112,0.6764922623434045,0.6476050110537951,0.3649226234340457,0.43817243920412674,0.4926086956521739,34,82,0
flip__0030,flip__0048,flip,flip,0030,0048,0,0.02987225353717804,0.04634930565953255,0.19776082038879395,0.055050160735845566,0.11417678743600845,0.36978629329403095,0.6397936624907885,0.6089904200442152,0.640972733971997,0.3943994104642594,0.49305821665438476,58,49,0
flip__0002,flip__0064,flip,flip,0002,0064,0,0.0380551777780056,0.012681697495281696,0.11458045244216919,0.05949992686510086,0.13113392889499664,0.4359616801768607,0.05924834193072955,0.40545320560058956,0.8147383935151069,0.5305821665438467,0.4931245394252026,39,40,0
flip__0011,notflip__0028,flip,notflip,0011,0028,0,0.035726193338632584,0.11189332604408264,0.0953860878944397,0.05151998996734619,0.12737835943698883,0.41798084008843034,0.9910095799557849,0.33971997052321296,0.4586588061901253,0.5037582903463522,0.4931245394252027,54,57,0
flip__0002,notflip__0045,flip,notflip,0002,0045,0,0.02109731175005436,0.0672139897942543,0.33675509691238403,0.05190378427505493,0.11674966663122177,0.27103905674281503,0.8807663964627855,0.8284450994841562,0.4792925571112749,0.4168017686072218,0.4937140751658069,40,60,0
flip__0061,notflip__0020,flip,notflip,0061,0020,0,0.08348975330591202,0.027511179447174072,0.14020025730133057,0.04380984976887703,0.1285766065120697,0.7401621223286662,0.26912306558585114,0.47796610169491527,0.22417096536477524,0.5130434782608696,0.4937509211495947,55,80,0
flip__0022,notflip__0003,flip,notflip,0022,0003,0,0.037875946611166,0.04937673732638359,0.1758263111114502,0.04998859763145447,0.13175120949745178,0.43478260869565216,0.686072218128224,0.5638909358879882,0.3826086956521739,0.5345615327929256,0.49378776713338246,60,75,0
flip__0005,flip__0052,flip,flip,0005,0052,0,0.04665963351726532,0.04478864744305611,0.07499814033508301,0.05537315830588341,0.12263201922178268,0.48224023581429626,0.6144436256448047,0.26101694915254237,0.6577745025792189,0.46809137803979367,0.4938467207074429,53,45,0
flip__0050,notflip__0002,flip,notflip,0050,0002,0,0.054999519139528275,0.014600985683500767,0.2142583131790161,0.054761361330747604,0.11861707270145416,0.522623434045689,0.07649226234340457,0.6405305821665438,0.6274134119380987,0.4316875460574797,0.49392041267501835,47,48,0
flip__0002,flip__0061,flip,flip,0002,0061,0,0.030128592625260353,0.043146878480911255,0.22907137870788574,0.052591580897569656,0.12400663644075394,0.37214443625644805,0.5852616064848931,0.6700073691967575,0.5168754605747974,0.47988209285187916,0.4940162122328666,41,56,0
notflip__0002,notflip__0046,notflip,notflip,0002,0046,0,0.04051286354660988,0.04960303381085396,0.05629914999008179,0.05930233374238014,0.11503786593675613,0.4518791451731761,0.6891672807663964,0.1817243920412675,0.808548268238762,0.40324244657332353,0.49425939572586586,49,53,0
flip__0020,notflip__0034,flip,notflip,0020,0034,0,0.019480543211102486,0.07827091217041016,0.23130810260772705,0.055646754801273346,0.1105508953332901,0.2483419307295505,0.9360353721444362,0.67310243183493,0.6703021370670597,0.3662490788504053,0.49469417833456153,55,46,0
flip__0031,notflip__0046,flip,notflip,0031,0046,0,0.08941492438316345,0.04675920680165291,0.04217839241027832,0.04819881543517113,0.11875713616609573,0.7979366249078851,0.6446573323507737,0.13220338983050847,0.3149594694178335,0.4333087693441415,0.49499631540162126,66,54,0
flip__0032,flip__0051,flip,flip,0032,0051,0,0.08063753694295883,0.02997446246445179,0.08774662017822266,0.049635205417871475,0.1294584423303604,0.7111274871039057,0.31658069270449524,0.31083271923360356,0.3681650700073692,0.5190862196020634,0.4950257921886514,56,44,0
flip__0030,notflip__0030,flip,notflip,0030,0030,1,0.025313302874565125,0.06541930139064789,0.13352805376052856,0.05531616508960724,0.12028218805789948,0.32188651436993365,0.8651436993367723,0.46204863669859986,0.6546794399410464,0.44701547531319086,0.4950773765659543,59,51,0
flip__0009,notflip__0042,flip,notflip,0009,0042,0,0.009697969071567059,0.07458574324846268,0.18359160423278809,0.06383568793535233,0.11696752160787582,0.09344141488577745,0.9223286661753869,0.5808400884303611,0.9149594694178335,0.41886514369933675,0.495099484156227,26,59,0
flip__0013,notflip__0003,flip,notflip,0013,0003,0,0.03819979354739189,0.04436047747731209,0.16538196802139282,0.05076000094413757,0.13412699103355408,0.43773028739867353,0.6072218128224024,0.5414885777450258,0.41930729550478996,0.5519528371407516,0.495114222549742,61,76,0
flip__0008,flip__0051,flip,flip,0008,0051,0,0.03646589070558548,0.0389203242957592,0.05442529916763306,0.06641966849565506,0.11498599499464035,0.4241709653647752,0.5080324244657333,0.1750921149594694,0.9518054532056006,0.4019159911569639,0.49515843773028745,51,45,0
flip__0004,notflip__0056,flip,notflip,0004,0056,0,0.007831916213035583,0.03821422532200813,0.41417402029037476,0.05980392545461655,0.1273316740989685,0.06308032424465733,0.49314664701547534,0.9087693441414886,0.8241709653647752,0.503168754605748,0.49518054532056,51,47,0
flip__0012,notflip__0003,flip,notflip,0012,0003,0,0.03888256475329399,0.045434582978487015,0.18490201234817505,0.050478801131248474,0.13038696348667145,0.44229918938835666,0.6241709653647752,0.5845246868091378,0.4075165806927045,0.5254237288135594,0.4956448047162859,61,77,0
