sequence_a,sequence_b,label_a,label_b,video_id_a,video_id_b,same_numeric_video_id,border_l1,center_l1,hist_cosine,edge_l1,coarse_l1,border_l1_pct,center_l1_pct,hist_cosine_pct,edge_l1_pct,coarse_l1_pct,composite_pct,rank_a_to_b,rank_b_to_a,reciprocal_top3
flip__0019,notflip__0027,flip,notflip,0019,0027,0,0.005099885165691376,0.058225709944963455,0.19239360094070435,0.053108375519514084,0.10559187084436417,0.025644804716285923,0.7988209285187915,0.597789240972734,0.544141488577745,0.3235077376565954,0.36694915254237287,27,38,0
flip__0014,flip__0015,flip,flip,0014,0015,0,0.018617162480950356,0.07835652679204941,0.12836217880249023,0.049422409385442734,0.09381678700447083,0.2328666175386883,0.9363301400147384,0.4477523949889462,0.3597641857037583,0.2574797347089167,0.3669786293294031,53,15,0
flip__0064,notflip__0053,flip,notflip,0064,0053,0,0.030331386253237724,0.06991303712129593,0.10936081409454346,0.04163626581430435,0.09516029059886932,0.37538688282977156,0.8997789240972734,0.38953574060427415,0.20250552689756818,0.26204863669859985,0.3670375829034635,33,34,0
flip__0005,notflip__0057,flip,notflip,0005,0057,0,0.0203567948192358,0.019061895087361336,0.15406137704849243,0.05407736822962761,0.10479302704334259,0.26057479734708916,0.13500368459837878,0.5143699336772292,0.5924834193072955,0.3192336035372144,0.3671333824613117,28,36,0
flip__0011,flip__0042,flip,flip,0011,0042,0,0.012117634527385235,0.11254054307937622,0.09000182151794434,0.05063840001821518,0.11376699060201645,0.13264554163596168,0.9915991156963891,0.31908621960206335,0.41459100957995576,0.3902726602800295,0.3673028739867355,33,44,0
flip__0056,notflip__0056,flip,notflip,0056,0056,1,0.03618401661515236,0.04184107109904289,0.25271183252334595,0.03778689727187157,0.07537607848644257,0.4218128224023581,0.5616801768607221,0.7064112011790715,0.1681650700073692,0.18039793662490788,0.3674060427413412,30,31,0
flip__0016,flip__0024,flip,flip,0016,0024,0,0.01994212158024311,0.01985774002969265,0.13829511404037476,0.049943000078201294,0.12909534573554993,0.2552689756816507,0.14605747973470892,0.47236551215917466,0.38098747236551217,0.5174649963154017,0.36760501105379517,28,39,0
flip__0008,flip__0050,flip,flip,0008,0050,0,0.03429218754172325,0.027561530470848083,0.060721516609191895,0.05421796813607216,0.09727150201797485,0.4076639646278556,0.2703021370670597,0.20058953574060429,0.5988209285187914,0.27383935151068534,0.3676418570375829,26,42,0
notflip__0020,notflip__0034,notflip,notflip,0020,0034,0,0.012100244872272015,0.040133487433195114,0.15500372648239136,0.0520101860165596,0.11480963230133057,0.1320560058953574,0.5308769344141488,0.5176123802505527,0.4868091378039794,0.39985261606484895,0.36767133382461314,56,34,0
flip__0028,notflip__0033,flip,notflip,0028,0033,0,0.005808917339891195,0.04568396508693695,0.2842467427253723,0.05298677831888199,0.10106339305639267,0.033750921149594694,0.629918938835667,0.7565217391304347,0.5373618275607959,0.294620486366986,0.367722918201916,51,32,0
flip__0049,notflip__0043,flip,notflip,0049,0043,0,0.04060276225209236,0.030091455206274986,0.3542540669441223,0.03850509598851204,0.06732545047998428,0.4524686809137804,0.31908621960206335,0.8492262343404569,0.1746499631540162,0.15121591746499632,0.3677671333824613,26,33,0
flip__0020,flip__0041,flip,flip,0020,0041,0,0.00932487566024065,0.059217412024736404,0.14413994550704956,0.054415564984083176,0.0954248309135437,0.08769344141488578,0.8091378039793663,0.48798820928518793,0.6079587324981577,0.26381724392041267,0.3679661016949153,36,48,0
flip__0004,notflip__0010,flip,notflip,0004,0010,0,0.04063217714428902,0.02357020415365696,0.32456713914871216,0.03892309218645096,0.08546530455350876,0.45320560058953574,0.20132645541635963,0.8123802505526898,0.17789240972733972,0.21930729550478997,0.3683566691230656,21,17,0
notflip__0004,notflip__0046,notflip,notflip,0004,0046,0,0.036425840109586716,0.02771192602813244,0.028649568557739258,0.05510716140270233,0.10015561431646347,0.42358142962417095,0.27310243183493,0.08651436993367723,0.6439204126750184,0.28887251289609434,0.3683640383198231,31,35,0
flip__0016,flip__0038,flip,flip,0016,0038,0,0.03649517893791199,0.03239870443940163,0.07154828310012817,0.047845419496297836,0.11819172650575638,0.4246131171702284,0.36551215917464996,0.2464259395725866,0.3030213706705969,0.428002947678703,0.36850405305821665,29,48,0
flip__0031,notflip__0037,flip,notflip,0031,0037,0,0.015000048093497753,0.03226492181420326,0.19598007202148438,0.05314257740974426,0.10355845093727112,0.18187177597641857,0.36285924834193073,0.6053058216654384,0.5448784082535004,0.3121591746499632,0.3686588061901253,54,33,0
flip__0025,notflip__0037,flip,notflip,0025,0037,0,0.012426719069480896,0.044975560158491135,0.20034509897232056,0.05042559653520584,0.11140678822994232,0.1367722918201916,0.6169491525423729,0.6126750184229919,0.40353721444362567,0.37361827560795874,0.3687398673544584,50,34,0
flip__0023,flip__0038,flip,flip,0023,0038,0,0.028791671618819237,0.009568632580339909,0.16766929626464844,0.050900593400001526,0.11008922755718231,0.3596168017686072,0.033603537214443625,0.5472365512159174,0.4262343404568902,0.36079587324981577,0.36877671333824613,41,49,0
flip__0011,flip__0041,flip,flip,0011,0041,0,0.007801915053278208,0.10538151115179062,0.12296521663665771,0.05235598608851433,0.1077030822634697,0.06234340456890199,0.9861459100957995,0.4308032424465733,0.5058216654384672,0.3428150331613854,0.3688061901252763,34,49,0
flip__0062,flip__0063,flip,flip,0062,0063,0,0.036600518971681595,0.05575648322701454,0.257135808467865,0.031133148819208145,0.06749662756919861,0.42535003684598377,0.7708179808400885,0.7148120854826824,0.09535740604274134,0.15210022107590274,0.36900515843773024,34,17,0
flip__0005,notflip__0049,flip,notflip,0005,0049,0,0.014100869186222553,0.028352266177535057,0.1797105073928833,0.05509196221828461,0.10215272009372711,0.16890198968312453,0.2871039056742815,0.5719970523212969,0.643036109064112,0.3012527634487841,0.36910095799557846,29,39,0
flip__0030,flip__0045,flip,flip,0030,0045,0,0.02397933602333069,0.0722990557551384,0.04679793119430542,0.05025079846382141,0.10737627744674683,0.3070007369196758,0.9115696389093588,0.14826823876197495,0.3941046425939573,0.3404568901989683,0.3694325718496684,40,44,0
flip__0018,flip__0025,flip,flip,0018,0025,0,0.029617823660373688,0.024249926209449768,0.07596468925476074,0.051003195345401764,0.1203911155462265,0.36698599852616065,0.21414885777450257,0.26440677966101694,0.4313927781871776,0.44804716285924834,0.3694620486366986,28,51,0
notflip__0004,notflip__0016,notflip,notflip,0004,0016,0,0.050678759813308716,0.027801906690001488,0.07043224573135376,0.0472906194627285,0.11377217620611191,0.5027266028002948,0.275313190862196,0.2412675018422992,0.2876934414148858,0.39042004421518056,0.36968312453942515,32,48,0
flip__0063,notflip__0057,flip,notflip,0063,0057,0,0.04033587500452995,0.047502946108579636,0.26213037967681885,0.030608756467700005,0.07241933792829514,0.4505526897568165,0.6574797347089167,0.7235077376565955,0.09049373618275608,0.1690493736182756,0.3698010316875461,18,37,0
flip__0057,notflip__0055,flip,notflip,0057,0055,0,0.03794213756918907,0.03489896282553673,0.3424112796783447,0.03590211272239685,0.07302625477313995,0.43537214443625644,0.4163596168017686,0.8355195283714075,0.14767870302137068,0.1709653647752395,0.3698526160648489,33,31,0
notflip__0005,notflip__0016,notflip,notflip,0005,0016,0,0.05193008854985237,0.02937285788357258,0.07749176025390625,0.04572123661637306,0.11266728490591049,0.5084745762711864,0.30611643330876936,0.27103905674281503,0.2533529845246868,0.38157700810611644,0.36987472365512164,26,49,0
flip__0061,notflip__0004,flip,notflip,0061,0004,0,0.048185691237449646,0.015759384259581566,0.03840750455856323,0.05323377624154091,0.10799875855445862,0.4900515843773029,0.0890198968312454,0.11908621960206338,0.5495946941783345,0.3456153279292557,0.37010316875460575,36,33,0
flip__0017,flip__0041,flip,flip,0017,0041,0,0.012555398046970367,0.06565872579813004,0.14850056171417236,0.05182398483157158,0.09996368736028671,0.13883566691230656,0.8680913780397936,0.4974207811348563,0.47531319086219603,0.2879882092851879,0.37013264554163594,29,50,0
flip__0021,notflip__0026,flip,notflip,0021,0026,0,0.034999724477529526,0.06426775455474854,0.07344859838485718,0.04634823277592659,0.09815851598978043,0.41282240235814294,0.8564480471628593,0.25497420781134855,0.2647015475313191,0.2778187177597642,0.370132645541636,33,53,0
flip__0019,flip__0038,flip,flip,0019,0038,0,0.03897734358906746,0.02748110331594944,0.07433068752288818,0.04854081571102142,0.118300661444664,0.4425939572586588,0.26853352984524687,0.25777450257921886,0.3243920412675018,0.42873986735445835,0.3703610906411201,28,50,0
flip__0027,flip__0038,flip,flip,0027,0038,0,0.03801805526018143,0.01174270361661911,0.14370417594909668,0.04967320337891579,0.10872497409582138,0.43581429624170964,0.05084745762711865,0.4862196020633751,0.3696389093588799,0.3512159174649963,0.370493736182756,35,51,0
flip__0024,flip__0036,flip,flip,0024,0036,0,0.03057713620364666,0.04777845740318298,0.13274800777435303,0.04388584941625595,0.10308123379945755,0.3771554900515844,0.6617538688282977,0.46013264554163597,0.22520265291083272,0.30862196020633753,0.37053795136330137,40,46,0
flip__0004,flip__0049,flip,flip,0004,0049,0,0.03246275708079338,0.014149853028357029,0.12588375806808472,0.051041193306446075,0.1110488623380661,0.39322033898305087,0.07133382461311717,0.44053058216654384,0.4331613854089904,0.37111274871039057,0.3705895357406043,22,27,0
flip__0041,notflip__0015,flip,notflip,0041,0015,0,0.018013209104537964,0.07757440954446793,0.16438311338424683,0.04893980920314789,0.0906733050942421,0.22461311717022844,0.9336772291820191,0.5392778187177598,0.341930729550479,0.24229918938835668,0.37060427413411934,51,21,0
flip__0049,notflip__0049,flip,notflip,0049,0049,1,0.03936005011200905,0.043946847319602966,0.2888498902320862,0.033777933567762375,0.06729432940483093,0.44524686809137803,0.599852616064849,0.7631540162122329,0.12483419307295505,0.15106853352984526,0.37076639646278553,28,40,0
notflip__0005,notflip__0055,notflip,notflip,0005,0055,0,0.03016650676727295,0.031055571511387825,0.02574777603149414,0.05516035854816437,0.10731403529644012,0.3727339719970523,0.33780397936624906,0.07501842299189389,0.6465733235077377,0.339867354458364,0.3711348563006632,27,32,0
flip__0052,notflip__0056,flip,notflip,0052,0056,0,0.0358273871243,0.04957588389515877,0.24410998821258545,0.03396032750606537,0.07738354802131653,0.4196020633750921,0.6890198968312454,0.6944731024318349,0.12675018422991893,0.18776713338246132,0.3712453942520265,31,32,0
flip__0001,flip__0060,flip,flip,0001,0060,0,0.014110170304775238,0.020719509571790695,0.2244773507118225,0.05207478255033493,0.11838365346193314,0.1690493736182756,0.1574060427413412,0.6621960206337509,0.4909358879882093,0.4294767870302137,0.3713411938098747,19,36,0
flip__0019,flip__0024,flip,flip,0019,0024,0,0.020957356318831444,0.015227016992866993,0.0950174331665039,0.05169478803873062,0.1340491771697998,0.2697126013264554,0.08356669123065585,0.33795136330140013,0.46779661016949153,0.5513633014001473,0.3713633014001474,29,41,0
flip__0059,notflip__0001,flip,notflip,0059,0001,0,0.043147314339876175,0.024615207687020302,0.04181396961212158,0.051953185349702835,0.11120966821908951,0.4675018422991894,0.22078113485630066,0.13028739867354458,0.48312453942520267,0.3722918201915991,0.37156963890935885,37,29,0
flip__0012,notflip__0030,flip,notflip,0012,0030,0,0.018463484942913055,0.053592607378959656,0.033640146255493164,0.05597355216741562,0.10221496224403381,0.23124539425202653,0.7466470154753132,0.10243183492999262,0.6840088430361091,0.30198968312453944,0.37170228445099485,48,36,0
flip__0028,flip__0034,flip,flip,0028,0034,0,0.009356829337775707,0.026284532621502876,0.20741784572601318,0.05573795363306999,0.11035896092653275,0.08843036109064112,0.2504053058216654,0.6272660280029477,0.675165806927045,0.36418570375829035,0.3717391304347826,52,33,0
notflip__0008,notflip__0020,notflip,notflip,0008,0020,0,0.04682031273841858,0.03036138415336609,0.08535099029541016,0.050372395664453506,0.09768129885196686,0.48268238761974946,0.3254237288135593,0.303168754605748,0.40073691967575537,0.27605011053795137,0.37198231392778186,23,57,0
flip__0023,notflip__0004,flip,notflip,0023,0004,0,0.04480519890785217,0.03886333480477333,0.0652928352355957,0.04808102175593376,0.10687312483787537,0.4748710390567428,0.5061164333087693,0.22048636698599852,0.3106853352984525,0.33515106853352983,0.3720707442888725,42,34,0
flip__0056,notflip__0058,flip,notflip,0056,0058,0,0.04170026257634163,0.043252915143966675,0.22231042385101318,0.03561711311340332,0.0789293497800827,0.4595431098010317,0.5868828297715549,0.6574797347089167,0.1438467207074429,0.193515106853353,0.3723212969786293,31,31,0
flip__0060,notflip__0001,flip,notflip,0060,0001,0,0.03826739266514778,0.0268354881554842,0.05439651012420654,0.05216598883271217,0.10962755978107452,0.43802505526897567,0.2595431098010317,0.17494473102431835,0.49638909358879885,0.35843773028739867,0.37249078850405304,37,30,0
flip__0039,notflip__0019,flip,notflip,0039,0019,0,0.033749185502529144,0.017078585922718048,0.1188163161277771,0.05193038657307625,0.10588754713535309,0.40368459837877674,0.10714812085482682,0.41886514369933675,0.4812085482682388,0.3271923360353721,0.37268975681650696,42,52,0
flip__0030,flip__0035,flip,flip,0030,0035,0,0.025612322613596916,0.0642542913556099,0.07946926355361938,0.044957444071769714,0.11446727067232132,0.3254237288135593,0.8563006632277081,0.279587324981577,0.24067796610169492,0.39749447310243186,0.3727044952100221,41,50,0
notflip__0005,notflip__0046,notflip,notflip,0005,0046,0,0.03727494552731514,0.022159941494464874,0.0372849702835083,0.0556657537817955,0.10135388374328613,0.4308032424465733,0.1780397936624908,0.11540162122328666,0.6713338246131172,0.2965364775239499,0.37275607958732493,28,36,0
notflip__0019,notflip__0040,notflip,notflip,0019,0040,0,0.02739810384809971,0.015158859081566334,0.1862417459487915,0.049384403973817825,0.11541653424501419,0.3450257921886514,0.08312453942520265,0.5861459100957995,0.35814296241709653,0.40648489314664704,0.3729918938835667,53,44,0
flip__0003,flip__0055,flip,flip,0003,0055,0,0.03114297054708004,0.01918974705040455,0.07114845514297485,0.05520216375589371,0.10352734476327896,0.38334561532792927,0.13706705969049374,0.24392041267501843,0.6492262343404569,0.31186440677966104,0.3731098010316875,30,35,0
flip__0002,notflip__0011,flip,notflip,0002,0011,0,0.03148096799850464,0.02621477283537388,0.3297879695892334,0.0436350554227829,0.09521734714508057,0.38673544583640385,0.24952100221075904,0.8187177597641857,0.22122328666175387,0.262343404568902,0.37361090641120115,17,18,0
flip__0005,flip__0054,flip,flip,0005,0054,0,0.039082929491996765,0.015155307948589325,0.06997716426849365,0.05320717766880989,0.10822181403636932,0.44333087693441414,0.08282977155490051,0.23831982313927783,0.5485630066322771,0.3475313190862196,0.3736256448047162,30,37,0
flip__0061,notflip__0001,flip,notflip,0061,0001,0,0.03512534871697426,0.02280106209218502,0.0746350884437561,0.05217738449573517,0.11083099991083145,0.4140014738393515,0.189240972733972,0.2591009579955785,0.4971260132645542,0.3694915254237288,0.37378776713338246,37,31,0
flip__0024,notflip__0040,flip,notflip,0024,0040,0,0.024016937240958214,0.03174497187137604,0.27063167095184326,0.0443684458732605,0.10965868085622787,0.30759027266028005,0.3507737656595431,0.7363301400147384,0.232277081798084,0.3587324981577008,0.37394252026529107,42,45,0
flip__0040,notflip__0027,flip,notflip,0040,0027,0,0.03443912789225578,0.019850829616189003,0.0784522294998169,0.05410777032375336,0.10291005671024323,0.40840088430361093,0.14576271186440679,0.2748710390567428,0.5939572586588062,0.30759027266028005,0.37401621223286663,52,39,0
flip__0057,notflip__0054,flip,notflip,0057,0054,0,0.04245641827583313,0.030469872057437897,0.4432082772254944,0.03114454820752144,0.07443200051784515,0.4632277081798084,0.32660280029476785,0.9280766396462785,0.09565217391304348,0.17627118644067796,0.37403831982313923,34,29,0
flip__0035,notflip__0015,flip,notflip,0035,0015,0,0.02545306645333767,0.06561493128538132,0.08350414037704468,0.048886608332395554,0.10330428183078766,0.3239498894620486,0.8679439941046426,0.29683124539425204,0.33971997052321296,0.31039056742815035,0.37404568901989677,51,22,0
flip__0049,notflip__0048,flip,notflip,0049,0048,0,0.04013058543205261,0.04342794418334961,0.3011441230773926,0.033002737909555435,0.06968046724796295,0.44981577008106116,0.5901252763448784,0.7839351510685335,0.11628592483419307,0.1588798820928519,0.37452468680913775,29,33,0
notflip__0019,notflip__0036,notflip,notflip,0019,0036,0,0.013981521129608154,0.01710623875260353,0.19015812873840332,0.054597966372966766,0.11522460728883743,0.16639646278555636,0.10744288872512896,0.5945467943994105,0.6176860722181282,0.40456890198968315,0.3745246868091378,54,47,0
flip__0065,notflip__0004,flip,notflip,0065,0004,0,0.03132292255759239,0.021496430039405823,0.015575885772705078,0.05809773877263069,0.10600684583187103,0.38540899042004423,0.16772291820191598,0.04097273397199705,0.7703758290346352,0.32792925571112747,0.3745983787767133,34,35,0
flip__0048,notflip__0023,flip,notflip,0048,0023,0,0.014194667339324951,0.0675223097205162,0.13079971075057983,0.05144019052386284,0.10250025987625122,0.17111274871039056,0.8832719233603538,0.45305821665438467,0.45497420781134856,0.30434782608695654,0.3747015475313191,26,58,0
flip__0032,flip__0044,flip,flip,0032,0044,0,0.016529908403754234,0.05910228565335274,0.18207019567489624,0.04729822278022766,0.10893246531486511,0.20501105379513632,0.808548268238762,0.5775976418570375,0.288135593220339,0.35239498894620486,0.3747236551215918,40,45,0
flip__0022,flip__0039,flip,flip,0022,0039,0,0.029107628390192986,0.05825643613934517,0.03392058610916138,0.052340783178806305,0.09835564345121384,0.3625644804716286,0.7991156963890936,0.10331613854089904,0.5047899778924098,0.2792925571112749,0.3749594694178335,44,43,0
flip__0049,notflip__0058,flip,notflip,0049,0058,0,0.04548797011375427,0.027754932641983032,0.3426494598388672,0.03691670298576355,0.07780890166759491,0.4772291820191599,0.2741341193809875,0.8361090641120118,0.159174649963154,0.18983050847457628,0.37529108327192334,30,32,0
flip__0005,notflip__0046,flip,notflip,0005,0046,0,0.018996426835656166,0.025952905416488647,0.17627865076065063,0.053967174142599106,0.10321610420942307,0.23876197494473103,0.24436256448047164,0.5655121591746499,0.5858511422254974,0.30950626381724394,0.3754384672070744,31,37,0
flip__0029,notflip__0030,flip,notflip,0029,0030,0,0.020665405318140984,0.017140595242381096,0.12864726781845093,0.05667274817824364,0.10183630138635635,0.2651436993367723,0.1077376565954311,0.4490788504053058,0.7167280766396463,0.2984524686809138,0.37563743551952844,52,37,0
flip__0022,flip__0036,flip,flip,0022,0036,0,0.02994185872375965,0.06543207913637161,0.046047866344451904,0.05024699866771698,0.10325759649276733,0.3705232129697863,0.8652910832719234,0.14502579218865144,0.39380987472365514,0.3098010316875461,0.3756521739130435,45,47,0
notflip__0016,notflip__0029,notflip,notflip,0016,0029,0,0.024550167843699455,0.01513490080833435,0.18398362398147583,0.05194178596138954,0.1095808744430542,0.3145173176123803,0.08268238761974944,0.5821665438467207,0.4819454679439941,0.3577008106116433,0.37576271186440685,50,44,0
flip__0002,flip__0049,flip,flip,0002,0049,0,0.04474744573235512,0.02517803944647312,0.03530961275100708,0.05222678184509277,0.11204482614994049,0.47428150331613855,0.2309506263817244,0.10832719233603537,0.4990420044215181,0.3780397936624908,0.37594694178334565,18,31,0
notflip__0003,notflip__0048,notflip,notflip,0003,0048,0,0.04571913555264473,0.033059798181056976,0.04949849843978882,0.051356587558984756,0.10582010447978973,0.47811348563006634,0.37774502579218866,0.15666912306558586,0.449521002210759,0.32557111274871037,0.3760058953574061,37,34,0
flip__0012,notflip__0031,flip,notflip,0012,0031,0,0.01573616825044155,0.04060566797852516,0.0663943886756897,0.05714394152164459,0.1064840778708458,0.19366249078850406,0.5388356669123066,0.22461311717022844,0.7373618275607958,0.3314664701547531,0.3760132645541636,49,29,0
flip__0016,flip__0033,flip,flip,0016,0033,0,0.02111808955669403,0.02488374151289463,0.14695602655410767,0.05040280148386955,0.12281357496976852,0.2716285924834193,0.225792188651437,0.4943257184966839,0.402063375092115,0.47015475313190863,0.3761680176860722,30,42,0
flip__0012,notflip__0027,flip,notflip,0012,0027,0,0.019596770405769348,0.057282954454422,0.08239102363586426,0.05036099627614021,0.11423902958631516,0.2492262343404569,0.789240972733972,0.29167280766396464,0.4,0.3949889462048637,0.3761901252763449,50,40,0
flip__0059,notflip__0003,flip,notflip,0059,0003,0,0.0603913851082325,0.016105415299534798,0.056916892528533936,0.04881821572780609,0.11808278411626816,0.5507737656595431,0.09299926308032425,0.18540899042004422,0.3366249078850405,0.4265291083271923,0.3763006632277082,38,38,0
flip__0008,notflip__0044,flip,notflip,0008,0044,0,0.015916943550109863,0.041244987398386,0.13216924667358398,0.05481836572289467,0.09657640755176544,0.19690493736182757,0.5498894620486366,0.4585114222549742,0.6306558585114223,0.2694178334561533,0.3763227708179808,27,40,0
notflip__0019,notflip__0034,notflip,notflip,0019,0034,0,0.012381143867969513,0.04298017919063568,0.2722235918045044,0.050406597554683685,0.10776013880968094,0.13618275607958732,0.5821665438467207,0.7388356669123065,0.4023581429624171,0.3438467207074429,0.3763301400147384,55,35,0
flip__0022,flip__0046,flip,flip,0022,0046,0,0.023538783192634583,0.05924689769744873,0.07908445596694946,0.05194558575749397,0.096145860850811,0.30154753131908624,0.8095799557848194,0.2781134856300663,0.48224023581429626,0.2670596904937362,0.37635224760501107,46,49,0
notflip__0019,notflip__0030,notflip,notflip,0019,0030,0,0.024111658334732056,0.015667185187339783,0.1344679594039917,0.055194560438394547,0.10229276865720749,0.3087693441414886,0.08828297715549005,0.46396462785556375,0.6483419307295505,0.3025792188651437,0.3763669859985262,56,38,0
notflip__0021,notflip__0032,notflip,notflip,0021,0032,0,0.03375003859400749,0.033166203647851944,0.11346399784088135,0.051459185779094696,0.09551820158958435,0.4038319823139278,0.38098747236551217,0.4016212232866618,0.4552689756816507,0.2642593957258659,0.3766101694915255,58,34,0
flip__0027,notflip__0015,flip,notflip,0027,0015,0,0.027174754068255424,0.04062151908874512,0.22854745388031006,0.03581851348280907,0.11022928357124329,0.3426676492262343,0.5394252026529108,0.6691230655858511,0.14694178334561533,0.3621223286661754,0.377030213706706,36,23,0
flip__0038,flip__0041,flip,flip,0038,0041,0,0.025018632411956787,0.04078086093068123,0.04554980993270874,0.056136950850486755,0.09645191580057144,0.3193809874723655,0.5417833456153279,0.14310980103168755,0.6918201915991157,0.26897568165070007,0.37706705969049376,52,52,0
flip__0004,flip__0055,flip,flip,0004,0055,0,0.012708231806755066,0.02178487926721573,0.23492252826690674,0.05481076240539551,0.10961199551820755,0.14119380987472366,0.17243920412675018,0.679734708916728,0.630066322770818,0.35814296241709653,0.377111274871039,23,36,0
flip__0027,flip__0046,flip,flip,0027,0046,0,0.03983132168650627,0.03799070790410042,0.12152755260467529,0.04730962589383125,0.10018155723810196,0.4483419307295505,0.48754605747973473,0.4265291083271923,0.28828297715549006,0.2891672807663965,0.3771849668386146,37,50,0
flip__0033,notflip__0029,flip,notflip,0033,0029,0,0.018392764031887054,0.029948869720101357,0.23495376110076904,0.05166058987379074,0.10584603995084763,0.22977155490051585,0.31613854089904203,0.6800294767870302,0.4661753868828298,0.3263080324244657,0.3773618275607959,43,45,0
flip__0017,flip__0025,flip,flip,0017,0025,0,0.02433077059686184,0.035588521510362625,0.12820559740066528,0.04841921478509903,0.11912024021148682,0.31186440677966104,0.432277081798084,0.44701547531319086,0.3217391304347826,0.43669859985261605,0.37736182756079595,30,52,0
notflip__0016,notflip__0040,notflip,notflip,0016,0040,0,0.027579383924603462,0.012579991482198238,0.22256553173065186,0.0486966110765934,0.11600269377231598,0.34679439941046425,0.058806190125276346,0.658069270449521,0.33072955047899777,0.4110537951363301,0.3775386882829771,51,46,0
flip__0026,flip__0043,flip,flip,0026,0043,0,0.027670515701174736,0.03462721034884453,0.1715381145477295,0.047378022223711014,0.11028634011745453,0.3479734708916728,0.4116433308769344,0.5544583640383198,0.2904937361827561,0.36285924834193073,0.37753868828297715,32,51,0
flip__0021,notflip__0027,flip,notflip,0021,0027,0,0.0057851350866258144,0.06318554282188416,0.22228026390075684,0.0530247800052166,0.10261957347393036,0.03316138540899042,0.8470154753131909,0.6573323507737656,0.539719970523213,0.30567428150331616,0.3776123802505527,34,41,0
flip__0024,flip__0042,flip,flip,0024,0042,0,0.013175505213439465,0.05726185441017151,0.13601326942443848,0.05017100274562836,0.11763149499893188,0.1494473102431835,0.7887988209285188,0.4670596904937362,0.3901252763448784,0.42358142962417095,0.3776934414148858,43,45,0
flip__0003,notflip__0044,flip,notflip,0003,0044,0,0.01559358835220337,0.0367651991546154,0.2006378173828125,0.0520101897418499,0.10719472914934158,0.1907148120854827,0.46308032424465734,0.6141488577745026,0.48695652173913045,0.3386882829771555,0.3777081798084009,31,41,0
notflip__0020,notflip__0037,notflip,notflip,0020,0037,0,0.023934828117489815,0.03598533943295479,0.08917826414108276,0.05296017602086067,0.10841892659664154,0.30626381724392043,0.44333087693441414,0.31613854089904203,0.5357406042741342,0.34871039056742814,0.3779587324981577,58,35,0
notflip__0020,notflip__0032,notflip,notflip,0020,0032,0,0.0378289669752121,0.03424255922436714,0.12175673246383667,0.04996580258011818,0.09628073126077652,0.43434045689019896,0.40221075902726605,0.4275607958732498,0.3817243920412675,0.26809137803979366,0.3780250552689757,59,35,0
flip__0055,notflip__0001,flip,notflip,0055,0001,0,0.03693750500679016,0.024123361334204674,0.04612618684768677,0.05482976883649826,0.1050160825252533,0.4290346352247605,0.2116433308769344,0.14546794399410465,0.6313927781871777,0.32056005895357403,0.3781134856300663,37,32,0
notflip__0003,notflip__0023,notflip,notflip,0003,0023,0,0.04771032929420471,0.029195532202720642,0.12521910667419434,0.046751026064157486,0.10559187084436417,0.48754605747973473,0.30287398673544585,0.4389093588798821,0.2744288872512896,0.3236551215917465,0.3781871775976418,39,59,0
flip__0027,flip__0037,flip,flip,0027,0037,0,0.03946434333920479,0.02332291007041931,0.1619800329208374,0.049460407346487045,0.10019192099571228,0.4458364038319823,0.19749447310243184,0.5348563006632278,0.36094325718496684,0.2894620486366986,0.3782829771554901,38,47,0
flip__0029,notflip__0033,flip,notflip,0029,0033,0,0.008797523565590382,0.04104800522327423,0.25985026359558105,0.05384937301278114,0.1024276465177536,0.07943994104642595,0.5473839351510685,0.7198231392778187,0.5793662490788504,0.30375829034635227,0.3783566691230656,53,33,0
flip__0031,notflip__0033,flip,notflip,0031,0033,0,0.011719338595867157,0.034434735774993896,0.29594165086746216,0.05206718295812607,0.10781200230121613,0.12498157700810612,0.4070744288872513,0.7756816507000737,0.49019896831245396,0.34443625644804715,0.3787030213706706,55,34,0
flip__0015,notflip__0019,flip,notflip,0015,0019,0,0.016296470537781715,0.09157398343086243,0.17905265092849731,0.04374904930591583,0.11038490384817123,0.2019159911569639,0.9686072218128224,0.5708179808400884,0.2229918938835667,0.3643330876934414,0.3787398673544584,16,57,0
flip__0023,notflip__0002,flip,notflip,0023,0002,0,0.037761494517326355,0.03553025797009468,0.08566451072692871,0.050854992121458054,0.10205414891242981,0.4336035372144436,0.43109801031687545,0.3049373618275608,0.4238761974944731,0.3003684598378777,0.3787988209285188,43,20,0
flip__0023,notflip__0008,flip,notflip,0023,0008,0,0.04048457741737366,0.03974014148116112,0.09067749977111816,0.04944900423288345,0.09907148033380508,0.45173176123802505,0.5238025055268976,0.32100221075902724,0.36079587324981577,0.2823876197494473,0.37880619012527633,44,24,0
flip__0049,notflip__0042,flip,notflip,0049,0042,0,0.045110177248716354,0.03862444683909416,0.29703521728515625,0.03529411926865578,0.07103952020406723,0.47619749447310245,0.5003684598378777,0.7771554900515844,0.14060427413411938,0.16507000736919675,0.37885777450257924,32,42,0
flip__0018,flip__0038,flip,flip,0018,0038,0,0.040565650910139084,0.019766798242926598,0.06586521863937378,0.05120458826422691,0.118300661444664,0.45232129697862933,0.14414148857774503,0.22240235814296241,0.4411201179071481,0.4288872512896094,0.3789167280766396,29,53,0
